epoch,loss,train_acc,val_acc
1,1.451990967855826,0.6360185185185185,0.5788888888888889
2,1.0411597872922749,0.7214351851851852,0.6244444444444445
3,0.8771389453426245,0.7179166666666666,0.6185185185185185
4,0.7817373278677606,0.7977777777777778,0.6411111111111111
5,0.7033973818015443,0.8238888888888889,0.66
6,0.6356752743984856,0.8360648148148148,0.6692592592592592
7,0.5853093310612553,0.8528240740740741,0.662962962962963
8,0.5299318881494215,0.8500925925925926,0.6581481481481481
9,0.4930148016045924,0.8766666666666667,0.672962962962963
10,0.4674047640601813,0.8785648148148149,0.6696296296296296
11,0.42538921961778536,0.8976388888888889,0.6659259259259259
12,0.4040109571712502,0.9074074074074074,0.667037037037037
13,0.37582439561032654,0.8614351851851851,0.6477777777777778
14,0.35747528253704053,0.9221759259259259,0.6725925925925926
15,0.33904845283260476,0.9109722222222222,0.6603703703703704
16,0.31966858010264426,0.934675925925926,0.674074074074074
17,0.30262305034361014,0.9387962962962964,0.677037037037037
18,0.2877330177991942,0.9458796296296297,0.67
19,0.2823155129538044,0.9348611111111111,0.6681481481481482
20,0.2772453976665904,0.929675925925926,0.67
21,0.22717185068306148,0.9568518518518518,0.6803703703703704
22,0.21826039770633449,0.9558796296296296,0.6788888888888889
23,0.21163937203479546,0.9571296296296297,0.674074074074074
24,0.20620888483510022,0.9547222222222222,0.6748148148148149
25,0.2047028870471329,0.9600462962962963,0.6840740740740741
26,0.20003915318098217,0.9638888888888889,0.6774074074074075
27,0.1959143788419885,0.9556018518518519,0.6748148148148149
28,0.19274429973897508,0.9642592592592593,0.6788888888888889
29,0.18917935593765234,0.9561111111111111,0.6681481481481482
30,0.18638265787054145,0.9683796296296296,0.6774074074074075
31,0.18288423008463237,0.9647222222222223,0.6774074074074075
32,0.17916925097814965,0.9612037037037037,0.672962962962963
33,0.1762005119034243,0.9668055555555556,0.6811111111111111
34,0.17337594564558473,0.9687037037037037,0.6748148148148149
35,0.17173726139051546,0.9684259259259259,0.672962962962963
36,0.16815032033253016,0.9686574074074074,0.6807407407407408
37,0.16473061421550408,0.9698611111111111,0.6777777777777778
38,0.1639741714683181,0.9695833333333334,0.6825925925925926
39,0.1600557762782608,0.974212962962963,0.682962962962963
40,0.15877701070469866,0.974212962962963,0.6862962962962963
41,0.15035407117646973,0.9755092592592592,0.6862962962962963
42,0.14847920871230397,0.9713425925925926,0.6862962962962963
43,0.14733994260120467,0.9759722222222222,0.6814814814814815
44,0.14624637000366436,0.9731944444444445,0.6748148148148149
45,0.14496100810727858,0.9764814814814815,0.6877777777777778
46,0.14504434858430854,0.9752777777777778,0.6851851851851852
47,0.143944937863264,0.9748611111111111,0.6751851851851852
48,0.14213495106297316,0.9737037037037037,0.6822222222222222
49,0.14160784367353557,0.9702314814814815,0.6681481481481482
50,0.1406086874768258,0.977037037037037,0.6848148148148148
