epoch,loss,train_acc,val_acc
1,1.537350049026752,0.5581481481481482,0.524074074074074
2,1.3050610246775842,0.6036574074074074,0.5492592592592592
3,1.1979157916761791,0.6369444444444444,0.5618518518518518
4,1.114749179813135,0.6702777777777778,0.5755555555555556
5,1.0432780924279097,0.6879166666666666,0.5855555555555556
6,0.9815417410668842,0.7201388888888889,0.5851851851851851
7,0.923262375767191,0.730462962962963,0.5888888888888889
8,0.8684813311082149,0.7429166666666667,0.5855555555555556
9,0.8206077772008449,0.7778703703703703,0.607037037037037
10,0.7736506666150048,0.7785185185185185,0.5937037037037037
11,0.7339583344037734,0.8148148148148148,0.6029629629629629
12,0.6931790770763618,0.8118055555555556,0.6018518518518519
13,0.6578646864607978,0.8384259259259259,0.6107407407407407
14,0.6210132245592827,0.8425925925925926,0.6096296296296296
15,0.5900818702936482,0.8555092592592592,0.6066666666666667
16,0.5590261318269409,0.8706481481481482,0.6192592592592593
17,0.5322298503556756,0.8715740740740741,0.6081481481481481
18,0.5048337981720001,0.8900925925925925,0.6211111111111111
19,0.4819169215548182,0.8865277777777778,0.6055555555555555
20,0.45861034393726885,0.9,0.6111111111111112
21,0.4114107295467046,0.9049074074074074,0.6085185185185186
22,0.39835860356937025,0.9075925925925926,0.607037037037037
23,0.3872912532065385,0.9124537037037037,0.6140740740740741
24,0.37873192712437914,0.9143518518518519,0.6114814814814815
25,0.3699131268116483,0.9181944444444444,0.6107407407407407
26,0.36150053006843014,0.9168518518518518,0.6081481481481481
27,0.35431385433818674,0.9193518518518519,0.6025925925925926
28,0.34767396594052746,0.9219907407407407,0.6018518518518519
29,0.3386611994919013,0.9256944444444445,0.6081481481481481
30,0.3313621409290251,0.9257407407407408,0.6088888888888889
31,0.3256744463356997,0.9304629629629629,0.6077777777777778
32,0.31853572367824623,0.9325462962962963,0.6029629629629629
33,0.31212467879075084,0.9318055555555556,0.6107407407407407
34,0.3045946689976827,0.9376851851851852,0.6107407407407407
35,0.2995350614083718,0.9331018518518519,0.6107407407407407
36,0.29300294609046246,0.9343981481481481,0.6062962962962963
37,0.2856276320862342,0.9337962962962963,0.6007407407407407
38,0.28385794001576153,0.9390277777777778,0.6092592592592593
39,0.2780385741711693,0.9427314814814814,0.6048148148148148
40,0.2712277412043053,0.9432870370370371,0.6003703703703703
41,0.2576751598286262,0.9473148148148148,0.6051851851851852
42,0.2539060180694357,0.9474537037037037,0.605925925925926
43,0.2513310245431414,0.9472222222222222,0.6077777777777778
44,0.24958401998710428,0.9473611111111111,0.6003703703703703
45,0.2478305615570603,0.9480092592592593,0.6077777777777778
46,0.24462574730411393,0.9505092592592592,0.6044444444444445
47,0.24274114698201363,0.95,0.6088888888888889
48,0.23957015272685428,0.9488888888888889,0.6018518518518519
49,0.23834771083051295,0.9495370370370371,0.6022222222222222
50,0.23647463244518693,0.9516203703703704,0.5955555555555555
