epoch,loss,train_acc,val_acc
1,1.5890369145512253,0.4908796296296296,0.4862962962962963
2,1.3877821225819045,0.5401388888888888,0.5270370370370371
3,1.3128735960665203,0.5748611111111112,0.5525925925925926
4,1.261526619559096,0.5791203703703703,0.562962962962963
5,1.2204431700613283,0.6093518518518518,0.5851851851851851
6,1.1842617242918836,0.6245833333333334,0.5737037037037037
7,1.1519670024267665,0.6333796296296297,0.572962962962963
8,1.1198598075961355,0.6585185185185185,0.5962962962962963
9,1.0916058234325299,0.6456018518518518,0.577037037037037
10,1.0634840837804036,0.6636111111111112,0.5822222222222222
11,1.0370546967141114,0.6703703703703704,0.5877777777777777
12,1.0104544967896731,0.6854629629629629,0.5974074074074074
13,0.9844610053053623,0.7022222222222222,0.6051851851851852
14,0.960980619817784,0.7088888888888889,0.6025925925925926
15,0.9373017546367922,0.7204166666666667,0.6022222222222222
16,0.914157809657425,0.7231481481481481,0.6118518518518519
17,0.8920652226722491,0.7381481481481481,0.6103703703703703
18,0.86889015918338,0.7434722222222222,0.5974074074074074
19,0.8447960871035287,0.7285185185185186,0.5925925925925926
20,0.8257214151484031,0.7625462962962963,0.6133333333333333
21,0.7869773930324903,0.7706481481481482,0.6014814814814815
22,0.7745341609772955,0.7764351851851852,0.6188888888888889
23,0.7639677933011754,0.7790277777777778,0.6062962962962963
24,0.7538480934369113,0.7900925925925926,0.6133333333333333
25,0.7436812446277506,0.7815277777777778,0.6055555555555555
26,0.7333813303606044,0.7962962962962963,0.6125925925925926
27,0.7230106930788383,0.795787037037037,0.6174074074074074
28,0.7131092678514085,0.8041203703703703,0.6129629629629629
29,0.70341517219899,0.8034722222222223,0.61
30,0.6939132053353977,0.8083333333333333,0.6122222222222222
31,0.6836396143583466,0.8133333333333334,0.6162962962962963
32,0.6758827651337608,0.8218981481481481,0.6214814814814815
33,0.6669751783889087,0.8167129629629629,0.6159259259259259
34,0.6568948041203962,0.8279166666666666,0.6211111111111111
35,0.6479915144071507,0.8244907407407407,0.6107407407407407
36,0.6394308054843622,0.8312037037037037,0.617037037037037
37,0.630677390689999,0.8306481481481481,0.6044444444444445
38,0.62145450015252,0.8346759259259259,0.6122222222222222
39,0.6126929961607993,0.8330555555555555,0.6122222222222222
40,0.6057329936949878,0.8417592592592592,0.6137037037037038
41,0.5881911619769662,0.8477314814814815,0.6125925925925926
42,0.5834277633674495,0.851574074074074,0.6225925925925926
43,0.5793698340266612,0.8520833333333333,0.6144444444444445
44,0.5750663575505974,0.855,0.6211111111111111
45,0.5703938682308894,0.8553703703703703,0.6144444444444445
46,0.567062884392636,0.8519907407407408,0.6125925925925926
47,0.5635000159856369,0.8601388888888889,0.6222222222222222
48,0.5588536967442019,0.8567592592592592,0.6177777777777778
49,0.5555628342194254,0.8605092592592593,0.6207407407407407
50,0.55204416671123,0.8612037037037037,0.6192592592592593
